序号,province,year,文件名,topic,topic_name,topic_main_dimension,topic_secondary_code,topic_secondary_name,topic_match_strength
753,广西 146,2017,北海市人民政府关于印发北海市政府和社会资本...(FBM-CLI.12.1456555).txt,14,14_行业_行业 主管部门_物有所值_采购,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.625
754,广西 146,2017,北海市铁山港区人民政府关于推广政府与社会资...(FBM-CLI.12.4196000).txt,23,23_风险_运用_承担_推广 运用,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,1.0
755,广西 146,2017,北海市铁山港区人民政府办公室关于成立北海市...(FBM-CLI.14.4199275).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.75
756,广西 146,2017,南宁市财政局关于印发南宁市PPP项目财政以奖代...(FBM-CLI.12.6227132).txt,6,6_奖励_普惠_奖代补_普惠 金融,数字治理接口与数据协同,A3,信息公开与透明协同,0.25
757,广西 146,2017,南宁市财政局关于征集《关于深化投融资体制改...(FBM-CLI.12.6226686).txt,20,20_民间_民间 投资_企业_政务,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.5
758,广西 146,2017,合浦县人民政府关于成立推广政府和社会资本合...(FBM-CLI.14.4187131).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.875
759,广西 146,2017,宁明县人民政府办公室关于印发宁明县开展政府...(FBM-CLI.14.4164886).txt,21,21_目标 社会_合理_运用_平等,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.75
760,广西 146,2017,崇左市江州区人民政府办公室关于印发江州区开...(FBM-CLI.14.4134927).txt,21,21_目标 社会_合理_运用_平等,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.75
761,广西 146,2017,平南县人民政府办公室关于成立平南县推广政府...(FBM-CLI.14.4138272).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,1.0
762,广西 146,2017,广西壮族自治区财政厅关于申报2016年度PPP项目财政...(FBM-CLI.14.2196945).txt,6,6_奖励_普惠_奖代补_普惠 金融,数字治理接口与数据协同,A3,信息公开与透明协同,0.375
763,广西 146,2017,广西壮族自治区财政厅关于申报第四批PPP国家示...(FBM-CLI.14.2198518).txt,13,13_申报_第四批_第三批_申报 筛选,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.75
764,广西 146,2017,罗城仫佬族自治县人民政府办公室关于印发自治...(FBM-CLI.14.4127900).txt,20,20_民间_民间 投资_企业_政务,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.125
765,广西 146,2017,苍梧县人民政府办公室关于成立苍梧县PPP项目工...(FBM-CLI.14.4173083).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.875
766,广西 146,2017,贵港市人民政府办公室关于印发贵港市政府和社...(FBM-CLI.14.3960782).txt,14,14_行业_行业 主管部门_物有所值_采购,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.5
767,广西 146,2017,贵港市人民政府办公室关于成立贵港市推广政府...(FBM-CLI.14.3960815).txt,3,3_局长_主任_领导小组_局局长,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,1.0
768,广西 146,2018,南宁市交通运输局对南宁市十四届人大三次会议...(FBM-CLI.14.6269629).txt,18,18_批复_工程_高速公路_公里,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.625
769,广西 146,2018,南宁市推进政府和社会资本合作(PPP)工作领导小组...(FBM-CLI.14.3802469).txt,18,18_批复_工程_高速公路_公里,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.125
770,广西 146,2018,平南县人民政府办公室关于印发平南县深化投融...(FBM-CLI.14.4138156).txt,20,20_民间_民间 投资_企业_政务,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.375
771,广西 146,2018,广西壮族自治区人民政府办公厅关于进一步加强...(FBM-CLI.12.1466160).txt,10,10_债务_预算_基金_政府 债务,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.5
772,广西 146,2018,广西壮族自治区发展和改革委员会关于公开征集...(FBM-CLI.14.5382977).txt,9,9_专家_机构_咨询服务_咨询服务 机构,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.875
773,广西 146,2018,广西壮族自治区财政厅、中国人民银行南宁中心...(FBM-CLI.14.2196478).txt,6,6_奖励_普惠_奖代补_普惠 金融,数字治理接口与数据协同,A3,信息公开与透明协同,0.5
774,广西 146,2018,广西壮族自治区财政厅关于申报2017年度PPP项目自治...(FBM-CLI.14.2198430).txt,6,6_奖励_普惠_奖代补_普惠 金融,数字治理接口与数据协同,A3,信息公开与透明协同,0.375
775,广西 146,2018,柳城县人民政府关于成立柳城县政府和社会资本...(FBM-CLI.14.4174886).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,1.0
776,广西 146,2018,河池市宜州区人民政府办公室关于印发宜州区刘...(FBM-CLI.14.4132301).txt,20,20_民间_民间 投资_企业_政务,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.125
777,广西 146,2018,海城区人民政府关于成立海城区推广政府和社会...(FBM-CLI.14.4154756).txt,3,3_局长_主任_领导小组_局局长,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.875
778,广西 146,2018,覃塘区人民政府办公室关于印发覃塘区贯彻落实...(FBM-CLI.12.4137753).txt,20,20_民间_民间 投资_企业_政务,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.375
779,广西 146,2019,南宁市推进政府和社会资本合作工作领导小组办...(FBM-CLI.14.6285816).txt,18,18_批复_工程_高速公路_公里,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.25
780,广西 146,2019,巴马瑶族自治县人民政府关于印发巴马瑶族自治...(FBM-CLI.14.4133051).txt,20,20_民间_民间 投资_企业_政务,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.5
781,广西 146,2019,柳州市人民政府办公室关于印发《柳州市加快实...(FBM-CLI.14.3937686).txt,20,20_民间_民间 投资_企业_政务,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.0
782,广西 146,2020,上林县人民政府办公室关于印发上林县推进政府...(FBM-CLI.14.4150668).txt,21,21_目标 社会_合理_运用_平等,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.375
783,广西 146,2020,东兰县人民政府办公室关于调整充实东兰县推进...(FBM-CLI.14.4129694).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.875
784,广西 146,2020,凤山县人民政府关于成立凤山县政府和社会资本...(FBM-CLI.14.4131444).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.875
785,广西 146,2020,南丹县人民政府关于成立南丹县政府和社会资本...(FBM-CLI.14.4133286).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,1.0
786,广西 146,2020,南宁市推进政府和社会资本合作(PPP)工作领导小组...(FBM-CLI.14.6226642).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.625
787,广西 146,2020,城中区人民政府关于成立柳州市城中区政府和社...(FBM-CLI.14.4155152).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.75
788,广西 146,2020,大化瑶族自治县人民政府办公室关于成立大化瑶...(FBM-CLI.14.4163277).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.875
789,广西 146,2020,岑溪市人民政府办公室关于成立我市加快推进政...(FBM-CLI.14.4156428).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.875
790,广西 146,2020,巴马瑶族自治县人民政府办公室关于成立巴马瑶...(FBM-CLI.14.4128490).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.875
791,广西 146,2020,广西壮族自治区人民政府办公厅关于印发2020年广...(FBM-CLI.14.1641297).txt,2,2_模式 三年_三年_行动计划_三年 行动计划,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.0
792,广西 146,2020,德保县人民政府办公室关于组建政府和社会资本...(FBM-CLI.14.4180099).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.75
793,广西 146,2020,柳州市人民政府关于调整完善柳州市政府和社会...(FBM-CLI.14.3937596).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.875
794,广西 146,2020,柳州市柳南区人民政府办公室关于成立柳南区政...(FBM-CLI.14.4166829).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.75
795,广西 146,2020,桂林市人民政府办公室关于成立桂林市加快推进...(FBM-CLI.14.3937938).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.75
796,广西 146,2020,梧州市人民政府办公室关于成立我市加快推进政...(FBM-CLI.14.3949583).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.75
797,广西 146,2020,梧州市长洲区人民政府办公室关于成立我区加快...(FBM-CLI.14.4158984).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.875
798,广西 146,2020,横县人民政府办公室关于成立横县推进政府和社...(FBM-CLI.12.4148390).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.875
799,广西 146,2020,河池市人民政府办公室关于调整充实河池市推进...(FBM-CLI.14.4796302).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.625
800,广西 146,2020,河池市宜州区人民政府办公室关于调整充实宜州...(FBM-CLI.14.4132067).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.75
801,广西 146,2020,苍梧县人民政府办公室关于印发苍梧县进一步加...(FBM-CLI.12.4160098).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.875
802,广西 146,2020,藤县人民政府办公室关于成立我县加快推进政府...(FBM-CLI.14.4179090).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,1.0
803,广西 146,2020,融安县人民政府关于调整融安县治理车辆超限超...(FBM-CLI.14.4169612).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,1.0
804,广西 146,2020,融安县人民政府办公室关于成立融安县促进中小...(FBM-CLI.14.4169611).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,1.0
805,广西 146,2020,融安县人民政府办公室关于调整完善融安县政府...(FBM-CLI.14.4169604).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,1.0
806,广西 146,2020,西林县人民政府办公室关于成立加快推进政府和...(FBM-CLI.14.4144949).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,1.0
807,广西 146,2020,贺州市人民政府办公室关于印发贺州市深入推进...(FBM-CLI.14.4805579).txt,2,2_模式 三年_三年_行动计划_三年 行动计划,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.25
808,广西 146,2020,资源县人民政府办公室关于成立和调整部分议事...(FBM-CLI.14.4141661).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.875
809,广西 146,2020,金城江区人民政府关于成立河池市金城江区PPP工...(FBM-CLI.14.4130474).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.625
810,广西 146,2020,钟山县人民政府办公室关于成立钟山县政府和社...(FBM-CLI.14.5335805).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.875
811,广西 146,2020,隆安县人民政府关于成立隆安县推进政府和社会...(FBM-CLI.14.4183510).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.875
812,广西 146,2020,鹿寨县人民政府办公室关于调整鹿寨县政府和社...(FBM-CLI.14.4162091).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,1.0
813,广西 146,2020,鹿寨县人民政府办公室关于调整鹿寨县政府和社...(FBM-CLI.14.4162130).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,1.0
